"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"11",19,2011,"10/002/2011","Castellterçol","Actiu","Social",9,45,135,0,0,0,0,0,1916-10-29,"Dona",1916,95,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"12",20,2011,"10/003/2010","Castellterçol","Actiu","Social",45,180,675,0,0,0,0,0,1922-06-29,"Dona",1922,89,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"13",21,2011,"10/003/2011","Castellterçol","Actiu","Social",5,30,75,0,0,0,0,0,1933-09-26,"Dona",1933,78,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"14",22,2011,"10/004/2010","Castellterçol","Actiu","Social",46,180,690,0,0,0,0,0,1921-02-05,"Home",1921,90,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"15",23,2011,"10/004/2011","Castellterçol","Actiu","Social",6,30,90,0,0,0,0,0,1928-04-30,"Dona",1928,83,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"16",24,2011,"10/005/2010","Castellterçol","Actiu","Social",47,180,705,0,0,0,0,0,1921-11-15,"Dona",1921,90,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"17",25,2011,"10/007/2010","Castellterçol","Actiu","Social",97,180,1455,0,0,0,0,0,1944-11-16,"Dona",1944,67,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"18",28,2011,"10/010/2010","Castellterçol","Actiu","Social",51,180,765,0,0,0,0,0,1938-04-29,"Home",1938,73,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"19",29,2011,"10/011/2010","Castellterçol","Actiu","Social",47,180,705,0,0,0,0,0,1930-05-19,"Dona",1930,81,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"20",31,2011,"10/013/2010","Castellterçol","Actiu","Social",46,180,690,0,0,0,0,0,1922-03-29,"Dona",1922,89,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"21",32,2011,"10/014/2010","Castellterçol","Actiu","Social",47,180,705,0,0,0,0,0,1925-10-01,"Dona",1925,86,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"22",33,2011,"10/015/2010","Castellterçol","Actiu","Social",30,120,450,0,0,0,0,0,1922-11-10,"Dona",1922,89,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"23",34,2011,"10/016/2010","Castellterçol","Actiu","Social",47,180,705,0,0,0,0,0,1928-04-16,"Dona",1928,83,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"24",35,2011,"10/017/2010","Castellterçol","Actiu","Social",49,180,735,0,0,0,0,0,1929-10-20,"Dona",1929,82,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"25",36,2011,"10/018/2010","Castellterçol","Baixa definitiva","Social",12,60,180,0,0,0,0,0,1927-05-24,"Dona",1927,84,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"26",37,2011,"10/019/2010","Castellterçol","Actiu","Social",43,165,645,0,0,0,0,0,1928-02-28,"Dona",1928,83,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"27",38,2011,"10/020/2010","Castellterçol","Actiu","Social",50,180,750,0,0,0,0,0,1921-03-07,"Dona",1921,90,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"28",39,2011,"10/022/2010","Castellterçol","Actiu","Social",47,180,705,0,0,0,0,0,1919-08-10,"Dona",1919,92,"Cura de la persona i de la llar","080641",15,NA,17,3,0,2,18,0,NA,14,196,20,1188,1188,722,798,498,358,2376,0.841750841750842,1.43097643097643,0.252525252525253,0,0,0.401606425702811,5.02793296089385,2.67507318171583,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,38522,162,970,0.584856850357144,"RFD VO me Per sota la mitjana","Baixa",726,31.9,0.580815488413024,74.4827586206897,0.218781860346691,"580",477,"1.22",0.725353933182281,0.0192019709192793,2048,162515,1012684,79353,494.5,0.832735697790651,"IBI VO me Per sota la mitjana","Baix-Mig",19607,4763,1.89689161472749,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"29",40,2011,"11/001/2009","Figaró-Montmany","Actiu","Social",44,180,660,0,0,0,0,0,1930-01-01,"Dona",1930,81,"Cura de la persona i de la llar","081347",15,NA,9,4,1,0,11,1,NA,14,196,13,565,547,383,338,231,160,1112,1.16906474820144,1.64533820840951,0.707964601769911,0.261096605744125,0.29585798816568,0,6.875,1.25197027696465,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,15291,139,832,0.232154252084811,"RFD VO me Per sota la mitjana","Baixa",330,14.99,0.271829471008116,74.1827885256838,0.217900743472812,"181",167,"1.08",0.253949909520841,0.00672270260695941,776,27482,137412,35414.9,177.1,0.1408192625092,"IBI VO me Per sota la mitjana","Baix",20656,4782,1.90445847189311,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"30",41,2011,"11/001/2010","Figaró-Montmany","Actiu","Social",236,180,3540,0,0,0,0,0,1933-08-09,"Home",1933,78,"Cura de la persona i de la llar","081347",15,NA,9,4,1,0,11,1,NA,14,196,13,565,547,383,338,231,160,1112,1.16906474820144,1.64533820840951,0.707964601769911,0.261096605744125,0.29585798816568,0,6.875,1.25197027696465,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,15291,139,832,0.232154252084811,"RFD VO me Per sota la mitjana","Baixa",330,14.99,0.271829471008116,74.1827885256838,0.217900743472812,"181",167,"1.08",0.253949909520841,0.00672270260695941,776,27482,137412,35414.9,177.1,0.1408192625092,"IBI VO me Per sota la mitjana","Baix",20656,4782,1.90445847189311,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"31",43,2011,"11/002/2011","Figaró-Montmany","Actiu","Social",1,15,15,0,0,0,0,0,1933-02-28,"Home",1933,78,"Cura de la persona i de la llar","081347",15,NA,9,4,1,0,11,1,NA,14,196,13,565,547,383,338,231,160,1112,1.16906474820144,1.64533820840951,0.707964601769911,0.261096605744125,0.29585798816568,0,6.875,1.25197027696465,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,15291,139,832,0.232154252084811,"RFD VO me Per sota la mitjana","Baixa",330,14.99,0.271829471008116,74.1827885256838,0.217900743472812,"181",167,"1.08",0.253949909520841,0.00672270260695941,776,27482,137412,35414.9,177.1,0.1408192625092,"IBI VO me Per sota la mitjana","Baix",20656,4782,1.90445847189311,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"32",46,2011,"11/004/2011","Figaró-Montmany","Actiu","Social",16,30,240,0,0,0,0,0,1996-11-07,"Home",1996,15,"Cura de la persona i de la llar","081347",15,NA,9,4,1,0,11,1,NA,14,196,13,565,547,383,338,231,160,1112,1.16906474820144,1.64533820840951,0.707964601769911,0.261096605744125,0.29585798816568,0,6.875,1.25197027696465,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,15291,139,832,0.232154252084811,"RFD VO me Per sota la mitjana","Baixa",330,14.99,0.271829471008116,74.1827885256838,0.217900743472812,"181",167,"1.08",0.253949909520841,0.00672270260695941,776,27482,137412,35414.9,177.1,0.1408192625092,"IBI VO me Per sota la mitjana","Baix",20656,4782,1.90445847189311,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sobre la mitjana","Abans 2017"
